posicao_ebt;nota;uf;nome_uf;municipio;populacao;total_pontos;nota_1
488;1.94;RS;Rio Grande do Sul;Relvado;2200;700;1.94
488;1.94;RS;Rio Grande do Sul;Santa Clara do Sul;6127;700;1.94
488;1.94;RS;Rio Grande do Sul;Nova Bassano;9412;700;1.94
488;1.94;SC;Santa Catarina;Treze de Maio;7052;700;1.94
488;1.94;SC;Santa Catarina;Rio do Oeste;7355;700;1.94
488;1.94;RS;Rio Grande do Sul;Capão do Leão;25321;700;1.94
488;1.94;PR;Paraná;Quedas do Iguaçu;32693;700;1.94
488;1.94;PR;Paraná;Siqueira Campos;19881;700;1.94
488;1.94;SC;Santa Catarina;Armazém;8251;700;1.94
488;1.94;SC;Santa Catarina;Balneário Arroio do Silva;11248;700;1.94
488;1.94;SC;Santa Catarina;Pedras Grandes;4089;700;1.94
488;1.94;SC;Santa Catarina;Capivari de Baixo;23342;700;1.94
488;1.94;GO;Goiás;Serranópolis;8055;700;1.94
488;1.94;GO;Goiás;Silvânia;20106;700;1.94
488;1.94;GO;Goiás;Santa Cruz de Goiás;3119;700;1.94
488;1.94;GO;Goiás;Santo Antônio da Barra;4679;700;1.94
488;1.94;GO;Goiás;Jaupaci;3034;700;1.94
488;1.94;GO;Goiás;Itaberaí;38983;700;1.94
488;1.94;GO;Goiás;Guarinos;2177;700;1.94
488;1.94;GO;Goiás;Campinaçu;3744;700;1.94
488;1.94;GO;Goiás;Estrela do Norte;3389;700;1.94
488;1.94;GO;Goiás;Ceres;21782;700;1.94
488;1.94;GO;Goiás;Mambaí;7772;700;1.94
488;1.94;GO;Goiás;Montividiu do Norte;4356;700;1.94
488;1.94;GO;Goiás;Ouro Verde de Goiás;4039;700;1.94
488;1.94;GO;Goiás;Piracanjuba;24768;700;1.94
488;1.94;MT;Mato Grosso;Nova Monte Verde;8543;700;1.94
488;1.94;GO;Goiás;Acreúna;21549;700;1.94
488;1.94;MT;Mato Grosso;Novo Santo Antônio;2301;700;1.94
488;1.94;MT;Mato Grosso;Tangará da Serra;92298;700;1.94
488;1.94;GO;Goiás;Anhanguera;1093;700;1.94
488;1.94;GO;Goiás;Bom Jardim de Goiás;8790;700;1.94
488;1.94;GO;Goiás;Britânia;5748;700;1.94
488;1.94;GO;Goiás;Buritinópolis;3396;700;1.94
635;1.81;RS;Rio Grande do Sul;Antônio Prado;13274;650;1.81
635;1.81;RS;Rio Grande do Sul;Parobé;55056;650;1.81
635;1.81;RS;Rio Grande do Sul;União da Serra;1434;650;1.81
635;1.81;MS;Mato Grosso do Sul;Amambaí;37144;650;1.81
635;1.81;MT;Mato Grosso;Nova Xavantina;20273;650;1.81
635;1.81;MT;Mato Grosso;Porto Esperidião;11392;650;1.81
635;1.81;MT;Mato Grosso;Reserva do Cabaçal;2621;650;1.81
635;1.81;RO;Rondônia;Alto Paraíso;19841;650;1.81
635;1.81;PI;Piauí;São Pedro do Piauí;13956;650;1.81
635;1.81;ES;Espírito Santo;Iúna;29423;650;1.81
635;1.81;RJ;Rio de Janeiro;Macuco;5380;650;1.81
635;1.81;PR;Paraná;Ivaiporã;32705;650;1.81
635;1.81;BA;Bahia;Nilo Peçanha;14119;650;1.81
648;1.67;SP;São Paulo;Vitória Brasil;1815;600;1.67
648;1.67;SP;São Paulo;Meridiano;3923;600;1.67
648;1.67;ES;Espírito Santo;Pinheiros;26309;600;1.67
648;1.67;MS;Mato Grosso do Sul;São Gabriel do Oeste;24515;600;1.67
652;1.53;RS;Rio Grande do Sul;Jóia;8643;550;1.53
652;1.53;RN;Rio Grande do Norte;Florânia;9250;550;1.53
654;1.39;RN;Rio Grande do Norte;Extremoz;27107;500;1.39
654;1.39;CE;Ceará;Umari;7662;500;1.39
654;1.39;RN;Rio Grande do Norte;Marcelino Vieira;8502;500;1.39
654;1.39;RN;Rio Grande do Norte;São Gonçalo do Amarante;96759;500;1.39
654;1.39;CE;Ceará;Ipaporanga;11500;500;1.39
654;1.39;CE;Ceará;Missão Velha;35150;500;1.39
654;1.39;PE;Pernambuco;São José da Coroa Grande;20005;500;1.39
654;1.39;PE;Pernambuco;Santa Terezinha;11571;500;1.39
654;1.39;PE;Pernambuco;Orobó;23608;500;1.39
654;1.39;PE;Pernambuco;Solidão;5934;500;1.39
654;1.39;PE;Pernambuco;Tacaimbó;12912;500;1.39
654;1.39;AL;Alagoas;Cajueiro;21261;500;1.39
654;1.39;PE;Pernambuco;Lagoa do Ouro;12777;500;1.39
654;1.39;PE;Pernambuco;Agrestina;24052;500;1.39
654;1.39;RO;Rondônia;Governador Jorge Teixeira;10327;500;1.39
654;1.39;AC;Acre;Cruzeiro do Sul;80953;500;1.39
654;1.39;AC;Acre;Porto Walter;10453;500;1.39
654;1.39;AM;Amazonas;Silves;9014;500;1.39
654;1.39;AM;Amazonas;Itapiranga;8864;500;1.39
654;1.39;AM;Amazonas;Tonantins;18322;500;1.39
654;1.39;RR;Roraima;Bonfim;11632;500;1.39
654;1.39;RJ;Rio de Janeiro;Iguaba Grande;25354;500;1.39
654;1.39;RJ;Rio de Janeiro;Nova Friburgo;184460;500;1.39
654;1.39;RJ;Rio de Janeiro;Bom Jesus do Itabapoana;35896;500;1.39
654;1.39;ES;Espírito Santo;Itaguaçu;14836;500;1.39
654;1.39;MG;Minas Gerais;Ubaporanga;12523;500;1.39
654;1.39;MG;Minas Gerais;Varjão de Minas;6662;500;1.39
654;1.39;SP;São Paulo;Igaratá;9301;500;1.39
654;1.39;SP;São Paulo;Ilha Comprida;10102;500;1.39
654;1.39;SP;São Paulo;Gália;6956;500;1.39
654;1.39;SP;São Paulo;Guaimbê;5676;500;1.39
654;1.39;SP;São Paulo;Américo de Campos;5930;500;1.39
654;1.39;SP;São Paulo;Barra do Chapéu;5550;500;1.39
654;1.39;SP;São Paulo;Estrela do Norte;2756;500;1.39
654;1.39;SP;São Paulo;Casa Branca;29739;500;1.39
654;1.39;SP;São Paulo;Alto Alegre;4183;500;1.39
654;1.39;SP;São Paulo;Aspásia;1851;500;1.39
654;1.39;SP;São Paulo;Alfredo Marcondes;4083;500;1.39
654;1.39;SP;São Paulo;Adolfo;3631;500;1.39
654;1.39;SP;São Paulo;Pacaembu;13896;500;1.39
654;1.39;SP;São Paulo;Pindorama;16180;500;1.39
654;1.39;SP;São Paulo;Viradouro;18311;500;1.39
654;1.39;SP;São Paulo;Ubarana;5822;500;1.39
654;1.39;SP;São Paulo;Taquarivaí;5548;500;1.39
654;1.39;SP;São Paulo;Roseira;10257;500;1.39
654;1.39;SP;São Paulo;Santana de Parnaíba;123825;500;1.39
654;1.39;PR;Paraná;Carambeí;21233;500;1.39
654;1.39;PR;Paraná;Grandes Rios;6425;500;1.39
654;1.39;PR;Paraná;Doutor Camargo;6036;500;1.39
654;1.39;PR;Paraná;Diamante do Sul;3575;500;1.39
654;1.39;PR;Paraná;Cidade Gaúcha;11937;500;1.39
654;1.39;PR;Paraná;Nova Santa Rosa;8044;500;1.39
654;1.39;PR;Paraná;Jardim Alegre;12280;500;1.39
654;1.39;PR;Paraná;Salto do Lontra;14450;500;1.39
654;1.39;PR;Paraná;Perobal;5960;500;1.39
654;1.39;BA;Bahia;Matina;12217;500;1.39
654;1.39;BA;Bahia;Riachão do Jacuípe;35322;500;1.39
654;1.39;BA;Bahia;Dom Macedo Costa;4140;500;1.39
654;1.39;SE;Sergipe;Telha;3144;500;1.39
654;1.39;SE;Sergipe;Lagarto;101305;500;1.39
654;1.39;SE;Sergipe;Rosário do Catete;10191;500;1.39
654;1.39;SE;Sergipe;São Cristóvão;85814;500;1.39
654;1.39;SE;Sergipe;São Francisco;3777;500;1.39
654;1.39;AL;Alagoas;Rio Largo;75267;500;1.39
654;1.39;AL;Alagoas;São Sebastião;34024;500;1.39
654;1.39;AL;Alagoas;Piaçabuçu;17977;500;1.39
654;1.39;MG;Minas Gerais;São Francisco de Paula;6668;500;1.39
654;1.39;MG;Minas Gerais;São Pedro da União;5016;500;1.39
654;1.39;MG;Minas Gerais;São Roque de Minas;7005;500;1.39
654;1.39;MG;Minas Gerais;Palmópolis;6537;500;1.39
654;1.39;MG;Minas Gerais;Heliodora;6455;500;1.39
654;1.39;MG;Minas Gerais;Bandeira;5039;500;1.39
654;1.39;MG;Minas Gerais;Cedro do Abaeté;1222;500;1.39
654;1.39;MG;Minas Gerais;Estiva;11329;500;1.39
654;1.39;MG;Minas Gerais;Argirita;2907;500;1.39
654;1.39;RS;Rio Grande do Sul;Três Arroios;2885;500;1.39
654;1.39;MS;Mato Grosso do Sul;Jateí;4044;500;1.39
654;1.39;MS;Mato Grosso do Sul;Japorã;8429;500;1.39
654;1.39;MT;Mato Grosso;São José do Rio Claro;18701;500;1.39
654;1.39;MT;Mato Grosso;São Pedro da Cipa;4393;500;1.39
654;1.39;MT;Mato Grosso;Juruena;13424;500;1.39
654;1.39;MT;Mato Grosso;General Carneiro;5267;500;1.39
654;1.39;MT;Mato Grosso;Cocalinho;5527;500;1.39
654;1.39;MT;Mato Grosso;Colniza;32230;500;1.39
654;1.39;RS;Rio Grande do Sul;Dona Francisca;3397;500;1.39
654;1.39;RS;Rio Grande do Sul;Barra Funda;2487;500;1.39
654;1.39;SC;Santa Catarina;Aurora;5668;500;1.39
654;1.39;GO;Goiás;Cachoeira de Goiás;1430;500;1.39
654;1.39;GO;Goiás;Caiapônia;17962;500;1.39
654;1.39;GO;Goiás;Caldas Novas;79705;500;1.39
654;1.39;GO;Goiás;Anicuns;21338;500;1.39
654;1.39;GO;Goiás;Aragoiânia;9278;500;1.39
654;1.39;MT;Mato Grosso;União do Sul;3594;500;1.39
654;1.39;GO;Goiás;Barro Alto;9820;500;1.39
654;1.39;MT;Mato Grosso;Serra Nova Dourada;1492;500;1.39
654;1.39;GO;Goiás;Piranhas;11238;500;1.39
654;1.39;GO;Goiás;Mozarlândia;14558;500;1.39
654;1.39;GO;Goiás;Matrinchã;4505;500;1.39
654;1.39;GO;Goiás;Cezarina;8119;500;1.39
654;1.39;GO;Goiás;Joviânia;7398;500;1.39
654;1.39;GO;Goiás;São Francisco de Goiás;6328;500;1.39
654;1.39;GO;Goiás;São Luís de Montes Belos;32164;500;1.39
654;1.39;GO;Goiás;Santa Tereza de Goiás;3868;500;1.39
757;1.25;ES;Espírito Santo;Linhares;160765;450;1.25
758;1.11;MG;Minas Gerais;Cláudio;27579;400;1.11
758;1.11;AC;Acre;Marechal Thaumaturgo;16380;400;1.11
758;1.11;CE;Ceará;Catunda;10257;400;1.11
758;1.11;CE;Ceará;Granjeiro;4531;400;1.11
758;1.11;CE;Ceará;Barbalha;58347;400;1.11
758;1.11;CE;Ceará;Crato;127657;400;1.11
758;1.11;GO;Goiás;Damianópolis;3383;400;1.11
758;1.11;RS;Rio Grande do Sul;Campina das Missões;6112;400;1.11
758;1.11;MT;Mato Grosso;Campos de Júlio;5969;400;1.11
767;0.83;CE;Ceará;Deputado Irapuan Pinheiro;9403;300;0.83
767;0.83;MA;Maranhão;Nova Colinas;5183;300;0.83
767;0.83;MA;Maranhão;Apicum-Açu;17712;300;0.83
767;0.83;MA;Maranhão;Governador Nunes Freire;25188;300;0.83
767;0.83;MA;Maranhão;Altamira do Maranhão;11699;300;0.83
767;0.83;MA;Maranhão;Lago do Junco;10565;300;0.83
767;0.83;MA;Maranhão;Loreto;11795;300;0.83
767;0.83;MA;Maranhão;Maranhãozinho;15384;300;0.83
767;0.83;MG;Minas Gerais;Senhora dos Remédios;10565;300;0.83
767;0.83;RJ;Rio de Janeiro;São José de Ubá;7175;300;0.83
767;0.83;PR;Paraná;Iguatu;2300;300;0.83
767;0.83;SP;São Paulo;Silveiras;6121;300;0.83
779;0.69;MG;Minas Gerais;Maripá de Minas;2934;250;0.69
779;0.69;AM;Amazonas;Nhamundá;20078;250;0.69
781;0.56;RN;Rio Grande do Norte;Timbaúba dos Batistas;2408;200;0.56
781;0.56;RN;Rio Grande do Norte;Lagoa Nova;15110;200;0.56
781;0.56;MG;Minas Gerais;Serrania;7787;200;0.56
781;0.56;MG;Minas Gerais;São João Nepomuceno;26227;200;0.56
781;0.56;MG;Minas Gerais;São Geraldo do Baixio;3788;200;0.56
781;0.56;MG;Minas Gerais;Pedrinópolis;3638;200;0.56
781;0.56;MG;Minas Gerais;Santana do Riacho;4235;200;0.56
781;0.56;AL;Alagoas;Palmeira dos Índios;73725;200;0.56
781;0.56;AL;Alagoas;Santana do Mundaú;11070;200;0.56
781;0.56;BA;Bahia;Cristópolis;14247;200;0.56
781;0.56;SP;São Paulo;Santo Expedito;2988;200;0.56
781;0.56;SP;São Paulo;São Joaquim da Barra;49690;200;0.56
781;0.56;MS;Mato Grosso do Sul;Jaraguari;6779;200;0.56
781;0.56;MS;Mato Grosso do Sul;Antônio João;8612;200;0.56
781;0.56;MS;Mato Grosso do Sul;Douradina;5670;200;0.56
781;0.56;MT;Mato Grosso;Bom Jesus do Araguaia;5889;200;0.56
781;0.56;MS;Mato Grosso do Sul;Sete Quedas;10854;200;0.56
781;0.56;GO;Goiás;Cidade Ocidental;62903;200;0.56
799;0;GO;Goiás;Colinas do Sul;3563;0;0
799;0;GO;Goiás;Cristalina;52235;0;0
799;0;GO;Goiás;Jussara;19402;0;0
799;0;GO;Goiás;Heitoraí;3718;0;0
799;0;GO;Goiás;Itapirapuã;7017;0;0
799;0;GO;Goiás;Leopoldo de Bulhões;8150;0;0
799;0;GO;Goiás;Niquelândia;44895;0;0
799;0;GO;Goiás;Nova Aurora;2168;0;0
799;0;GO;Goiás;Rio Verde;202221;0;0
799;0;GO;Goiás;Sanclerlândia;7774;0;0
799;0;GO;Goiás;Santa Bárbara de Goiás;6189;0;0
799;0;GO;Goiás;Água Fria de Goiás;5451;0;0
799;0;MT;Mato Grosso;Torixoréu;3785;0;0
799;0;GO;Goiás;Aurilândia;3553;0;0
799;0;GO;Goiás;Aparecida de Goiânia;511323;0;0
799;0;GO;Goiás;Castelândia;3659;0;0
799;0;GO;Goiás;Cachoeira Alta;11517;0;0
799;0;GO;Goiás;Terezópolis de Goiás;7262;0;0
799;0;GO;Goiás;Turvelândia;4829;0;0
799;0;GO;Goiás;Varjão;3813;0;0
799;0;GO;Goiás;Vianópolis;13343;0;0
799;0;GO;Goiás;Vicentinópolis;8053;0;0
799;0;MS;Mato Grosso do Sul;Porto Murtinho;16340;0;0
799;0;MS;Mato Grosso do Sul;Nioaque;14305;0;0
799;0;MS;Mato Grosso do Sul;Nova Alvorada do Sul;19086;0;0
799;0;MS;Mato Grosso do Sul;Paraíso das Águas;5047;0;0
799;0;MS;Mato Grosso do Sul;Paranaíba;41363;0;0
799;0;MS;Mato Grosso do Sul;Sonora;17019;0;0
799;0;MS;Mato Grosso do Sul;Dourados;210218;0;0
799;0;MS;Mato Grosso do Sul;Laguna Carapã;6935;0;0
799;0;MS;Mato Grosso do Sul;Maracaju;42101;0;0
799;0;MS;Mato Grosso do Sul;Miranda;26890;0;0
799;0;MS;Mato Grosso do Sul;Mundo Novo;17773;0;0
799;0;MT;Mato Grosso;Jauru;9482;0;0
799;0;MT;Mato Grosso;Ribeirão Cascalheira;9440;0;0
799;0;RS;Rio Grande do Sul;Tavares;5547;0;0
799;0;RS;Rio Grande do Sul;São José do Sul;2240;0;0
799;0;RS;Rio Grande do Sul;Santana da Boa Vista;8444;0;0
799;0;RS;Rio Grande do Sul;São Vicente do Sul;8771;0;0
799;0;RS;Rio Grande do Sul;Sede Nova;3070;0;0
799;0;RS;Rio Grande do Sul;Senador Salgado Filho;2887;0;0
799;0;MS;Mato Grosso do Sul;Alcinópolis;4961;0;0
799;0;MS;Mato Grosso do Sul;Bataguassu;21463;0;0
799;0;MS;Mato Grosso do Sul;Bonito;20825;0;0
799;0;MS;Mato Grosso do Sul;Brasilândia;11923;0;0
799;0;RS;Rio Grande do Sul;Vale Verde;3420;0;0
799;0;RS;Rio Grande do Sul;Xangri-lá;13951;0;0
799;0;RS;Rio Grande do Sul;Vitória das Missões;3486;0;0
799;0;RS;Rio Grande do Sul;Jaguarão;28393;0;0
799;0;RS;Rio Grande do Sul;Jaquirana;4167;0;0
799;0;RS;Rio Grande do Sul;Rosário do Sul;40798;0;0
799;0;RS;Rio Grande do Sul;Rolante;20599;0;0
799;0;RS;Rio Grande do Sul;Camaquã;65628;0;0
799;0;RS;Rio Grande do Sul;Bom Princípio;12792;0;0
799;0;RS;Rio Grande do Sul;Bom Progresso;2285;0;0
799;0;RS;Rio Grande do Sul;Dom Pedro de Alcântara;2621;0;0
799;0;RS;Rio Grande do Sul;Engenho Velho;1428;0;0
799;0;RS;Rio Grande do Sul;Erval Seco;7834;0;0
799;0;RS;Rio Grande do Sul;Guarani das Missões;8187;0;0
799;0;RS;Rio Grande do Sul;Hulha Negra;6434;0;0
799;0;RS;Rio Grande do Sul;Augusto Pestana;7175;0;0
799;0;RS;Rio Grande do Sul;Barra do Guarita;3226;0;0
799;0;RS;Rio Grande do Sul;Ametista do Sul;7565;0;0
799;0;SC;Santa Catarina;Santa Rosa de Lima;2122;0;0
799;0;SC;Santa Catarina;Santa Rosa do Sul;8285;0;0
799;0;SC;Santa Catarina;São Joaquim;26045;0;0
799;0;PR;Paraná;Três Barras do Paraná;12212;0;0
799;0;PR;Paraná;Tupãssi;8252;0;0
799;0;PR;Paraná;Ventania;10934;0;0
799;0;PR;Paraná;Doutor Ulysses;5822;0;0
799;0;PR;Paraná;Santo Antônio do Sudoeste;19855;0;0
799;0;PR;Paraná;São Jorge d'Oeste;9307;0;0
799;0;PR;Paraná;São José dos Pinhais;292934;0;0
799;0;PR;Paraná;Saudade do Iguaçu;5333;0;0
799;0;PR;Paraná;Serranópolis do Iguaçu;4659;0;0
799;0;PR;Paraná;Sertaneja;5771;0;0
799;0;SC;Santa Catarina;Celso Ramos;2784;0;0
799;0;SC;Santa Catarina;Passo de Torres;7681;0;0
799;0;SP;São Paulo;São Manuel;40200;0;0
799;0;SP;São Paulo;São Miguel Arcanjo;32696;0;0
799;0;SP;São Paulo;Santa Rita do Passa Quatro;27457;0;0
799;0;SP;São Paulo;Santa Salete;1517;0;0
799;0;SP;São Paulo;Ribeirão dos Índios;2247;0;0
799;0;SP;São Paulo;Riolândia;11600;0;0
799;0;SP;São Paulo;Presidente Alves;4192;0;0
799;0;SP;São Paulo;Redenção da Serra;3941;0;0
799;0;SP;São Paulo;Ribeira;3418;0;0
799;0;SP;São Paulo;Tanabi;25335;0;0
799;0;SP;São Paulo;Rubiácea;2950;0;0
799;0;SP;São Paulo;São Pedro;33966;0;0
799;0;SP;São Paulo;Tarumã;14027;0;0
799;0;SP;São Paulo;Tejupá;4788;0;0
799;0;SP;São Paulo;Vera Cruz;11014;0;0
799;0;PR;Paraná;Agudos do Sul;8892;0;0
799;0;SP;São Paulo;Pirassununga;74128;0;0
799;0;SP;São Paulo;Patrocínio Paulista;13959;0;0
799;0;SP;São Paulo;Pedreira;45052;0;0
799;0;SP;São Paulo;Miguelópolis;21602;0;0
799;0;SP;São Paulo;Monte Castelo;4187;0;0
799;0;SP;São Paulo;Osvaldo Cruz;32353;0;0
799;0;SP;São Paulo;Itobi;7819;0;0
799;0;SP;São Paulo;José Bonifácio;35197;0;0
799;0;SP;São Paulo;Lavrinhas;7002;0;0
799;0;SP;São Paulo;Leme;98460;0;0
799;0;SP;São Paulo;Lucélia;21059;0;0
799;0;SP;São Paulo;Luís Antônio;13046;0;0
799;0;SP;São Paulo;Macatuba;16961;0;0
799;0;SP;São Paulo;Mairiporã;90627;0;0
799;0;SP;São Paulo;Marabá Paulista;5345;0;0
799;0;SP;São Paulo;Maracaí;13878;0;0
799;0;SP;São Paulo;Marinópolis;2155;0;0
799;0;SP;São Paulo;Martinópolis;25641;0;0
799;0;PR;Paraná;Paraíso do Norte;12839;0;0
799;0;PR;Paraná;Paranapoema;3016;0;0
799;0;PR;Paraná;Quarto Centenário;4855;0;0
799;0;PR;Paraná;Rancho Alegre D'Oeste;2850;0;0
799;0;PR;Paraná;Santa Cecília do Pavão;3625;0;0
799;0;PR;Paraná;Santa Cruz de Monte Castelo;8194;0;0
799;0;PR;Paraná;Rio Bonito do Iguaçu;13532;0;0
799;0;PR;Paraná;Rondon;9441;0;0
799;0;PR;Paraná;Jardim Olinda;1416;0;0
799;0;PR;Paraná;Joaquim Távora;11447;0;0
799;0;PR;Paraná;Jandaia do Sul;21131;0;0
799;0;PR;Paraná;Japurá;9095;0;0
799;0;PR;Paraná;Iguaraçu;4241;0;0
799;0;PR;Paraná;Mamborê;14017;0;0
799;0;PR;Paraná;Maria Helena;6007;0;0
799;0;PR;Paraná;Marilena;7117;0;0
799;0;PR;Paraná;Marmeleiro;14434;0;0
799;0;PR;Paraná;Marquinho;4917;0;0
799;0;PR;Paraná;Marumbi;4750;0;0
799;0;PR;Paraná;Missal;10830;0;0
799;0;PR;Paraná;Moreira Sales;12754;0;0
799;0;PR;Paraná;Morretes;16381;0;0
799;0;PR;Paraná;Nova Esperança;27783;0;0
799;0;PR;Paraná;Clevelândia;17436;0;0
799;0;PR;Paraná;Douradina;8120;0;0
799;0;PR;Paraná;Inajá;3110;0;0
799;0;PR;Paraná;Indianópolis;4469;0;0
799;0;PR;Paraná;Ipiranga;14895;0;0
799;0;PR;Paraná;Itambaracá;6869;0;0
799;0;PR;Paraná;Cascavel;309259;0;0
799;0;PR;Paraná;Cerro Azul;17689;0;0
799;0;PR;Paraná;Cianorte;76456;0;0
799;0;PR;Paraná;Cantagalo;13424;0;0
799;0;PR;Paraná;Capanema;19229;0;0
799;0;PR;Paraná;Bituruna;16448;0;0
799;0;PR;Paraná;Anahy;2922;0;0
799;0;PR;Paraná;Ângulo;2959;0;0
799;0;RJ;Rio de Janeiro;São José do Vale do Rio Preto;20812;0;0
799;0;RJ;Rio de Janeiro;Silva Jardim;21336;0;0
799;0;RJ;Rio de Janeiro;São João de Meriti;460711;0;0
799;0;RJ;Rio de Janeiro;São Francisco de Itabapoana;41343;0;0
799;0;RJ;Rio de Janeiro;Porciúncula;18293;0;0
799;0;RJ;Rio de Janeiro;Porto Real;17970;0;0
799;0;RJ;Rio de Janeiro;Quatis;13415;0;0
799;0;RJ;Rio de Janeiro;Paracambi;49120;0;0
799;0;RJ;Rio de Janeiro;Rio Bonito;57284;0;0
799;0;SP;São Paulo;Altair;4035;0;0
799;0;RJ;Rio de Janeiro;Três Rios;78998;0;0
799;0;RJ;Rio de Janeiro;Varre-Sai;9966;0;0
799;0;SP;São Paulo;Avaí;5243;0;0
799;0;SP;São Paulo;Alumínio;17924;0;0
799;0;SP;São Paulo;Anhembi;6215;0;0
799;0;SP;São Paulo;Arapeí;2532;0;0
799;0;SP;São Paulo;Cardoso;12257;0;0
799;0;SP;São Paulo;Elisiário;3406;0;0
799;0;SP;São Paulo;Brejo Alegre;2746;0;0
799;0;SP;São Paulo;Brotas;23192;0;0
799;0;SP;São Paulo;Cafelândia;17424;0;0
799;0;SP;São Paulo;Campina do Monte Alegre;5869;0;0
799;0;SP;São Paulo;Guará;20823;0;0
799;0;SP;São Paulo;Indiana;4946;0;0
799;0;SP;São Paulo;Ibiúna;75845;0;0
799;0;ES;Espírito Santo;Marechal Floriano;15910;0;0
799;0;ES;Espírito Santo;Marilândia;12224;0;0
799;0;ES;Espírito Santo;Mucurici;5897;0;0
799;0;ES;Espírito Santo;Pedro Canário;25916;0;0
799;0;ES;Espírito Santo;Itapemirim;33952;0;0
799;0;ES;Espírito Santo;Itarana;11319;0;0
799;0;ES;Espírito Santo;Guaçuí;30417;0;0
799;0;ES;Espírito Santo;Ibatiba;24913;0;0
799;0;ES;Espírito Santo;Ibitirama;9393;0;0
799;0;MG;Minas Gerais;Varzelândia;19690;0;0
799;0;MG;Minas Gerais;Viçosa;76745;0;0
799;0;MG;Minas Gerais;Virgínia;8865;0;0
799;0;ES;Espírito Santo;Apiacá;7920;0;0
799;0;ES;Espírito Santo;Baixo Guandu;31298;0;0
799;0;ES;Espírito Santo;Barra de São Francisco;44244;0;0
799;0;ES;Espírito Santo;Bom Jesus do Norte;10136;0;0
799;0;ES;Espírito Santo;Conceição da Barra;30895;0;0
799;0;ES;Espírito Santo;Divino de São Lourenço;4669;0;0
799;0;ES;Espírito Santo;Ecoporanga;24299;0;0
799;0;RJ;Rio de Janeiro;Cabo Frio;204486;0;0
799;0;RJ;Rio de Janeiro;Cachoeiras de Macacu;55967;0;0
799;0;RJ;Rio de Janeiro;Carapebus;14713;0;0
799;0;RJ;Rio de Janeiro;Cordeiro;20965;0;0
799;0;RJ;Rio de Janeiro;Itatiaia;29996;0;0
799;0;RJ;Rio de Janeiro;Laje do Muriaé;7341;0;0
799;0;ES;Espírito Santo;Rio Bananal;19038;0;0
799;0;ES;Espírito Santo;Santa Leopoldina;12883;0;0
799;0;ES;Espírito Santo;São Domingos do Norte;8652;0;0
799;0;ES;Espírito Santo;São José do Calçado;11000;0;0
799;0;ES;Espírito Santo;Vila Valério;14635;0;0
799;0;ES;Espírito Santo;Sooretama;27409;0;0
799;0;RJ;Rio de Janeiro;Barra Mansa;179697;0;0
799;0;RJ;Rio de Janeiro;Aperibé;10882;0;0
799;0;RJ;Rio de Janeiro;Areal;11879;0;0
799;0;RJ;Rio de Janeiro;Armação dos Búzios;30439;0;0
799;0;BA;Bahia;Cruz das Almas;63761;0;0
799;0;BA;Bahia;Curaçá;34974;0;0
799;0;BA;Bahia;Dias d'Ávila;76624;0;0
799;0;BA;Bahia;Brotas de Macaúbas;11158;0;0
799;0;BA;Bahia;Caldeirão Grande;13555;0;0
799;0;BA;Bahia;Canápolis;10137;0;0
799;0;BA;Bahia;Cansanção;35135;0;0
799;0;BA;Bahia;Capela do Alto Alegre;12123;0;0
799;0;BA;Bahia;Carinhanha;29864;0;0
799;0;BA;Bahia;Catolândia;3644;0;0
799;0;BA;Bahia;Catu;55380;0;0
799;0;BA;Bahia;Caturama;9762;0;0
799;0;BA;Bahia;Cordeiros;8795;0;0
799;0;BA;Bahia;Coribe;15000;0;0
799;0;BA;Bahia;Crisópolis;21529;0;0
799;0;BA;Bahia;Feira da Mata;5911;0;0
799;0;BA;Bahia;Itarantim;19968;0;0
799;0;BA;Bahia;Itatim;14691;0;0
799;0;BA;Bahia;Itagimirim;7384;0;0
799;0;BA;Bahia;Formosa do Rio Preto;25074;0;0
799;0;BA;Bahia;Gentio do Ouro;11381;0;0
799;0;BA;Bahia;Guanambi;85237;0;0
799;0;BA;Bahia;Heliópolis;13786;0;0
799;0;BA;Bahia;Ibicaraí;24303;0;0
799;0;BA;Bahia;Ibirapuã;8671;0;0
799;0;BA;Bahia;Ibotirama;27405;0;0
799;0;BA;Bahia;Igaporã;16193;0;0
799;0;BA;Bahia;Ipecaetá;15634;0;0
799;0;BA;Bahia;Rio do Antônio;15530;0;0
799;0;BA;Bahia;São Félix do Coribe;15548;0;0
799;0;BA;Bahia;São Miguel das Matas;11963;0;0
799;0;BA;Bahia;Presidente Tancredo Neves;27187;0;0
799;0;BA;Bahia;Queimadas;26054;0;0
799;0;BA;Bahia;Quijingue;29088;0;0
799;0;BA;Bahia;Retirolândia;13209;0;0
799;0;BA;Bahia;Medeiros Neto;23420;0;0
799;0;BA;Bahia;Muquém de São Francisco;11552;0;0
799;0;BA;Bahia;João Dourado;24894;0;0
799;0;BA;Bahia;Jucuruçu;10272;0;0
799;0;BA;Bahia;Laje;23682;0;0
799;0;BA;Bahia;Lajedo do Tabocal;8810;0;0
799;0;BA;Bahia;Macajuba;11836;0;0
799;0;BA;Bahia;Macururé;8390;0;0
799;0;BA;Bahia;Nova Canaã;17048;0;0
799;0;BA;Bahia;Oliveira dos Brejinhos;22756;0;0
799;0;BA;Bahia;Paripiranga;29769;0;0
799;0;BA;Bahia;Pé de Serra;14474;0;0
